17.419,24.032,25.399,27.685,19.991,9.4601,-1.4378,-7.4786,18.705,25.991,27.868,29.991,18.134,7.154,-7.5399,-16.846,5.8887,14.338,22.664,30.827,30.297,18.705,-1.7235,-14.703,-5.499,-2.1725,4.0112,19.766,32.481,30.93,13.603,0.62341,-4.3562,-12.234,-19.826,-12.683,2.3377,16.256,16.583,9.3989,-2.0909,-10.336,-21.948,-29.438,-25.417,-16.05,-7.2133,-6.0909,-4.295,-3.7848,-9.5195,-19.642,-25.07,-29.56,-32.111,-31.336,-8.3766,-4.3766,-5.5399,-9.0092,-15.968,-24.417,-35.499,-36.948
0.15037,0.090943,0.15624,0.51486,-0.30495,0.27099,0.11803,-0.29981,0.2181,0.076175,0.095314,0.44088,-0.18926,0.34499,0.072185,-0.29732,0.44305,0.1733,0.10172,0.47184,-0.055262,0.31372,0.011214,-0.36985,0.32145,0.068005,0.02212,0.39311,0.030538,0.29488,-0.13672,-0.49295,0.2543,0.048837,0.022549,0.47884,-0.013614,0.20829,-0.24896,-0.59654,0.099649,-0.016545,-0.056632,0.3494,-0.14751,0.060702,-0.46216,-0.79083,0.29766,0.066076,-0.15807,0.22214,-0.47482,-0.27451,-0.44564,-0.80546,0.36751,0.22576,0.02001,0.325,-0.43281,-0.16987,-0.34694,-0.65367
-0.84749,-0.48902,-0.84367,-1.3313,-1.3326,-1.8284,-1.9517,-1.1634,-0.034311,0.37141,-0.013394,-0.50802,-0.6708,-1.2334,-1.4158,-0.69862,0.28842,0.78087,0.50379,-0.066506,-0.18356,-0.7068,-0.92056,-0.26055,0.30714,0.90102,0.58622,-0.026899,-0.1171,-0.56621,-0.7995,-0.28858,0.098814,0.76444,0.41519,-0.27318,-0.33464,-0.71033,-1.0361,-0.63959,0.82974,1.3578,1.1682,0.49125,0.13364,-0.25451,-0.38501,0.13766,1.1244,1.6508,1.376,0.66496,0.31798,-0.07953,-0.24061,0.28176,1.5449,2.0324,1.6923,0.96116,0.68466,0.24084,0.029146,0.51468
-2.7176,-2.0664,-1.3529,-0.87142,0.46531,0.7465,0.9778,0.8403,-2.4882,-1.6719,-0.91923,-0.39309,0.61202,0.77877,1.0775,1.0491,-2.0749,-1.3573,-0.63998,-0.16799,0.88391,1.1165,1.3872,1.4361,-1.8407,-1.2261,-0.54277,-0.081919,1.035,1.2807,1.5845,1.6862,-1.9207,-1.3203,-0.57205,0.014066,1.0684,1.3559,1.728,1.9085,-1.8984,-1.2177,-0.38157,0.21732,1.1978,1.4873,1.9073,2.1413,-2.1801,-1.4184,-0.53644,0.14341,0.89111,1.0935,1.5362,1.8192,-2.7619,-1.9616,-1.0867,-0.42578,0.27905,0.43392,0.81208,1.1024
-0.23087,-0.29203,-0.39706,-0.22609,-0.83142,-0.96948,-1.4832,-1.9268,-0.49761,-0.83444,-0.70855,-0.20896,-0.59126,-0.68774,-1.0224,-1.5822,-0.92054,-1.6906,-1.4545,-0.70543,-0.94416,-0.95827,-1.3279,-1.8749,-0.8902,-1.5633,-1.2249,-0.65243,-1.0714,-1.1779,-1.4984,-2.0287,1.219,0.25597,-0.023072,0.13711,-0.30969,-0.53106,-0.89956,-1.4426,3.2944,2.5347,1.4773,0.95608,0.22628,0.22978,0.11082,-0.78962,5.1163,3.8834,2.1337,1.2213,0.64749,0.53546,0.15279,-0.63227,5.5569,3.9319,1.9894,1.1125,0.87703,0.43555,-0.066789,-0.86672
-1.1695,-1.7046,-2.2585,-2.3581,-2.5486,-2.0948,-1.9943,-2.0963,-1.0777,-1.8858,-2.7638,-3.0957,-3.3063,-2.7414,-2.3684,-2.3083,-0.58171,-1.4707,-2.48,-3.0349,-3.2154,-2.8222,-2.6713,-2.5709,0.42858,-0.29802,-1.1255,-1.7612,-2.3473,-2.2972,-2.5295,-2.6109,1.4279,0.98406,0.29801,-0.21692,-1.3479,-1.6104,-2.0648,-2.3278,3.3259,2.7802,2.2957,1.9933,0.11684,-0.064853,-0.55953,-0.99417,5.3459,4.598,4.1135,4.2455,2.3185,2.056,1.299,0.37009,7.0124,6.1634,5.8613,6.0744,4.4186,4.0855,3.1669,1.9957
-0.031664,-0.030908,-0.1136,-0.14754,-0.51423,-0.57519,-0.74061,-0.75331,0.14329,0.13431,0.051012,0.022304,-0.3288,-0.39081,-0.53824,-0.53866,0.31464,0.31464,0.22459,0.18794,-0.15668,-0.18456,-0.32576,-0.34172,0.42246,0.42246,0.31225,0.27473,-0.06969,-0.06969,-0.20671,-0.23097,0.50236,0.50236,0.39984,0.35131,0.0064696,-0.032254,-0.16854,-0.19554,0.53279,0.53279,0.43134,0.36827,0.017502,-0.045615,-0.19908,-0.23341,0.47325,0.45244,0.35428,0.29998,-0.077143,-0.14039,-0.31511,-0.35994,0.41484,0.3874,0.28117,0.23039,-0.15815,-0.23849,-0.4248,-0.48562
-15.864,-16.187,-16.68,-18.353,-23.429,-20.283,-9.588,6.603,-15.621,-15.567,-18.294,-20.705,-21.684,-10.683,3.9824,17.796,-14.571,-15.096,-18.444,-19.066,-12.845,4.1493,19.638,21.9,-16.14,-14.202,-14.15,-9.1607,3.1892,18.057,23.28,16.929,-13.19,-10.927,-7.3605,2.5681,17.351,24.449,15.32,5.799,-8.398,-6.5696,-3.0139,10.295,24.383,25.089,12.79,2.5344,-4.8516,-3.0861,5.1352,18.729,22.476,17.61,7.8499,2.944,-2.3409,0.61826,10.369,20.108,19.137,12.86,2.9845,-0.5732
-0.65747,-0.55714,-0.39379,-0.22059,-0.47654,-0.48582,-0.60674,-0.89866,-0.44718,-0.37737,-0.23911,-0.10779,-0.292,-0.24514,-0.36169,-0.71359,-0.34156,-0.25287,-0.12146,-0.022883,-0.18964,-0.12987,-0.23707,-0.57502,-0.068351,0.018387,0.1282,0.22323,0.022088,0.088632,-0.063584,-0.40094,0.088606,0.16112,0.30189,0.37414,0.2465,0.25455,0.036749,-0.312,0.14804,0.23718,0.32467,0.4072,0.3643,0.33386,0.11456,-0.26638,0.075354,0.28858,0.53685,0.70117,0.29357,0.26398,0.10787,-0.17033,0.35867,0.52718,0.73273,0.89017,0.58482,0.54485,0.38708,0.065808
9.5518,10.484,8.7165,5.9898,-4.9159,-16.889,-38.687,-53.54,8.9216,9.3333,8.6205,7.9485,0.86575,-5.0797,-20.712,-35.235,6.9349,7.4152,7.2915,8.4558,3.8667,2.0443,-4.8605,-12.655,4.8665,5.4007,4.7567,6.3462,3.7295,3.4824,-0.44925,-2.627,4.3878,5.812,3.8115,4.0578,2.6737,2.0714,-1.2983,-1.9018,4.8668,5.1825,2.867,1.6334,0.15348,-0.87421,-3.806,-3.6963,5.2094,5.5525,4.1414,2.867,0.46891,0.016379,-1.5181,-2.8056,5.5793,5.2647,4.21,4.2511,2.168,1.8799,-0.326,-2.2714
2.158,1.5953,0.4777,0.11843,-0.42406,-1.0421,-2.4486,-3.3918,2.4881,1.5564,0.4995,0.46605,-0.16673,-0.47728,-1.9964,-3.2093,2.458,1.4346,0.65613,0.73602,-0.53447,-0.52986,-1.7108,-3.2004,2.2102,1.4126,0.9031,0.9583,-1.184,-0.58416,-1.516,-3.1626,2.0746,1.4282,1.263,1.2485,-1.4727,-0.4669,-0.95384,-2.607,2.0377,1.3236,0.94673,0.82525,-1.4298,-0.39264,-0.52641,-2.0752,2.0837,1.0697,0.65562,0.56445,-1.0296,-0.21104,-0.42039,-2.0294,2.1961,1.3521,0.89287,1.0135,0.15924,-0.037513,-0.72964,-1.3027
1.0902,1.6651,0.23921,0.30767,0.76824,0.91708,0.53747,-0.0369,0.81435,1.2858,-0.186,-0.52025,0.27393,0.39974,-0.048782,-0.60003,1.7227,1.5741,-0.81814,0.50362,0.15877,0.72167,-0.35855,-0.95629,2.0905,1.8843,-0.79498,1.1136,0.49277,0.54986,-0.23123,-1.312,2.1827,1.4476,-1.6916,0.74616,0.29831,-0.16183,-0.87387,-2.6907,2.3781,0.83817,-1.9215,0.29817,-0.10331,-0.50594,-1.2989,-2.7596,2.0348,0.55097,-1.2654,0.20645,-0.8731,-1.0457,-1.9089,-2.2532,1.8165,0.72365,-0.64405,0.11503,-0.93111,-1.0922,-2.6793,-2.184
